mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,name,note,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features
70,gtfs,,US,California,Santa Rosa,Sonoma County Transit  (SCT),,,,http://data.trilliumtransit.com/gtfs/sonomacounty-ca-us/sonomacounty-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sonoma-county-transit-sct-gtfs-70.zip?alt=media,,37.97116752,38.81234886,-123.1264984,-122.4580372,2022-03-14T20:10:42+00:00,,fares-v1
71,gtfs,,US,California,San Francisco,Marin Transit,,,,http://www.marintransit.org/data/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-marin-transit-gtfs-71.zip?alt=media,,37.857136,38.124256,-122.851524,-122.4561,2022-03-14T20:10:45+00:00,,fares-v1
72,gtfs,,US,California,Petaluma,Petaluma Transit,,,,http://data.trilliumtransit.com/gtfs/petalumatransit-petaluma-ca-us/petalumatransit-petaluma-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-petaluma-transit-gtfs-72.zip?alt=media,,38.2175224,38.276555,-122.669474,-122.585068,2022-03-14T20:10:49+00:00,,fares-v1
73,gtfs,,US,California,Santa Rosa,Santa Rosa CityBus,,,,https://srcity.org/DocumentCenter/View/21635/google_transit,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-santa-rosa-citybus-gtfs-73.zip?alt=media,,38.401882,38.486115,-122.769814,-122.653511,2022-03-14T20:10:51+00:00,inactive,fares-v1
74,gtfs,,US,California,Oakland,Capitol Corridor Joint Powers Authority (Capitol Corridor),,,,https://www.capitolcorridor.org/googletransit/GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-capitol-corridor-joint-powers-authority-capitol-corridor-gtfs-74.zip?alt=media,https://www.capitolcorridor.org/developer_resources/#terms,37.329935,39.099809,-122.410306,-120.952693,2022-03-14T20:10:56+00:00,,fares-v1
75,gtfs,,US,Colorado,,El Dorado Transit,,,,http://data.trilliumtransit.com/gtfs/eldoradotransit-ca-us/eldoradotransit-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-el-dorado-transit-gtfs-75.zip?alt=media,,38.551646,38.957753,-121.502804,-119.942393,2022-03-14T20:10:58+00:00,,fares-v1|fares-v2
76,gtfs,,US,California,Fairfield,Fairfield and Suisun Transit  (FAST Transit),,,,http://data.trilliumtransit.com/gtfs/fairfield-ca-us/fairfield-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fairfield-and-suisun-transit-fast-transit-gtfs-76.zip?alt=media,,37.90547836,38.584657,-122.317048,-121.4960097,2022-03-14T20:11:03+00:00,,fares-v1
77,gtfs,,US,California,Sacremento,Placer County Transit,,,,http://data.trilliumtransit.com/gtfs/placercounty-ca-us/placercounty-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-placer-county-transit-gtfs-77.zip?alt=media,,38.57271951,39.20712044,-121.503339,-120.8109721,2022-03-14T20:11:07+00:00,,fares-v1|fares-v2
78,gtfs,,US,California,Pinole,WestCAT,,,,http://data.trilliumtransit.com/gtfs/westcat-ca-us/westcat-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-westcat-gtfs-78.zip?alt=media,,37.788966,38.05572,-122.397233,-122.11445,2022-03-14T20:11:14+00:00,,fares-v1
79,gtfs,,US,California,Yuba City,Yuba-Sutter Transit,,,,http://data.trilliumtransit.com/gtfs/yubasutter-ca-us/yubasutter-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-yubasutter-transit-gtfs-79.zip?alt=media,,38.57267041,39.45720196,-121.6727392,-121.2537345,2022-03-14T20:11:17+00:00,,fares-v1|fares-v2
80,gtfs,,US,California,Fairfield,SolTrans,,,,https://soltrans.connexionz.net/rtt/public/resource/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-soltrans-gtfs-80.zip?alt=media,,37.796315,38.249206,-122.394709,-122.041606,2022-07-26T16:09:01+00:00,,fares-v1
81,gtfs,,US,California,Rio Vista,Rio Vista Delta Breeze,,,,http://data.trilliumtransit.com/gtfs/riovista-ca-us/riovista-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-rio-vista-delta-breeze-gtfs-81.zip?alt=media,,37.997593,38.2629,-122.0839,-121.612557,2022-03-14T20:11:24+00:00,,fares-v1
82,gtfs,,US,California,Davis,Unitrans,,,,https://unitrans.ucdavis.edu/media/gtfs/Unitrans_GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-unitrans-gtfs-82.zip?alt=media,https://unitrans.ucdavis.edu/about/gtfs/,38.530406,38.573359,-121.789079,-121.683489,2022-03-14T20:11:27+00:00,,fares-v2
83,gtfs,,US,California,Lodi,GrapeLine,,,,https://www.lodi.gov/DocumentCenter/View/2453/lodi_gtfs-ZIP,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-grapeline-gtfs-83.zip?alt=media,,38.101806,38.14575625,-121.309442,-121.252695,2022-03-14T20:11:28+00:00,,
84,gtfs,,US,California,Nevada County,Nevada County Connects (Gold Country Stage),,,,http://data.trilliumtransit.com/gtfs/goldcountrystage-ca-us/goldcountrystage-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-nevada-county-connects-gold-country-stage-gtfs-84.zip?alt=media,http://creativecommons.org/licenses/by/4.0/,38.90302085,39.37070534,-121.2050527,-120.9903588,2022-03-14T20:11:32+00:00,,fares-v1|fares-v2
85,gtfs,,US,California,Fresno,Fresno County Rural Transit Agency (FCRTA),,,,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7869/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fresno-county-rural-transit-agency-fcrta-gtfs-85.zip?alt=media,,36.134471,36.868542,-120.463387,-119.312622,2022-03-14T20:11:33+00:00,active,fares-v1
86,gtfs,,US,California,Merced,Merced County Transit (The Bus),,,,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-merced-county-transit-the-bus-gtfs-86.zip?alt=media,,36.96450334,37.52178552,-121.02024,-120.248,2022-03-14T20:11:42+00:00,,fares-v1|fares-v2
87,gtfs,,US,California,Modesto,Stanislaus Regional Transit (StaRT),,,,http://data.trilliumtransit.com/gtfs/stanislaus-ca-us/stanislaus-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-stanislaus-regional-transit-start-gtfs-87.zip?alt=media,,37.25707509,37.77173034,-121.897639,-120.4882032,2022-03-14T20:11:44+00:00,inactive,fares-v1
88,gtfs,,US,California,Merced,Yosemite Area Regional Transportation System (YARTS),,,,http://data.trilliumtransit.com/gtfs/yosemite-ca-us/yosemite-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-yosemite-area-regional-transportation-system-yarts-gtfs-88.zip?alt=media,,36.738144,37.980406,-120.515457,-118.964912,2022-03-14T20:11:49+00:00,,fares-v2|fares-v1
89,gtfs,,US,California,Clovis,Clovis Transit,,,,http://data.trilliumtransit.com/gtfs/clovistransit-ca-us/clovistransit-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-clovis-transit-gtfs-89.zip?alt=media,,36.78689796,36.85201434,-119.754093,-119.660908,2022-03-14T20:11:50+00:00,,fares-v2|fares-v1
90,gtfs,,US,California,Fresno,Fresno Area Express (FAX),,,,http://gis4u.fresno.gov/downloads/fax_gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fresno-area-express-fax-gtfs-90.zip?alt=media,,36.681009,36.888538,-119.908969,-119.677657,2022-03-14T20:11:54+00:00,,fares-v1
91,gtfs,,US,California,Madera,City of Madera,,,,http://data.trilliumtransit.com/gtfs/cityofmadera-ca-us/cityofmadera-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-madera-gtfs-91.zip?alt=media,,36.92433624,36.98300049,-120.1033103,-119.9975848,2022-03-14T20:11:56+00:00,,fares-v2|fares-v1
92,gtfs,,US,California,Jackson,Amador Transit,,,,http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-amador-transit-gtfs-92.zip?alt=media,,38.29376141,38.57956697,-121.5038998,-120.512016,2022-03-14T20:11:58+00:00,,fares-v1|fares-v2
93,gtfs,,US,California,San Andreas,Calaveras Transit,,,,http://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-calaveras-transit-gtfs-93.zip?alt=media,,37.932161,38.398985,-120.8387301,-120.347157,2022-03-14T20:12:09+00:00,,fares-v1
94,gtfs,,US,California,Tahoe City,"Tahoe Area Regional Transit (TART), North Lake Tahoe Express",Placer County,,,http://data.trilliumtransit.com/gtfs/laketahoe-ca-us/laketahoe-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tahoe-area-regional-transit-tart-north-lake-tahoe-express-gtfs-94.zip?alt=media,,39.0575273,39.50729,-120.3888378,-119.775261,2022-03-14T20:12:13+00:00,,fares-v1
95,gtfs,,US,Nevada,Carson City,Jump Around Carson,,,,http://r.peaktransit.com/res/76/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-nevada-jump-around-carson-gtfs-95.zip?alt=media,,39.11556,39.20368,-119.79043,-119.72803,2022-03-14T20:12:17+00:00,inactive,
96,gtfs,,US,California,,Metrolink,,,,https://metrolinktrains.com/globalassets/about/gtfs/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-metrolink-gtfs-96.zip?alt=media,,33.192554,34.696579,-119.205025,-117.205711,2022-03-14T20:12:19+00:00,,fares-v1
97,gtfs,,US,California,San Bernardino,OmniTrans,,,,http://www.omnitrans.org/google/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-omnitrans-gtfs-97.zip?alt=media,,33.975393,34.189763,-117.751245,-117.034458,2022-03-14T20:12:21+00:00,,
98,gtfs,,US,California,Riverside,Riverside Transit Agency,,,,http://www.riversidetransit.com/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-riverside-transit-agency-gtfs-98.zip?alt=media,,33.452304,34.10009,-117.915548,-116.875799,2022-03-14T20:12:24+00:00,,
99,gtfs,,US,California,Hesperia,Victor Valley Transit Authority (VVTA),,,,http://data.trilliumtransit.com/gtfs/victorville-ca-us/victorville-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-victor-valley-transit-authority-vvta-gtfs-99.zip?alt=media,,34.072411,35.273818,-117.64669,-116.609954,2022-03-14T20:12:29+00:00,,fares-v1|fares-v2
100,gtfs,,US,California,Anaheim,Anaheim Resort Transportation (ART),,,,https://art.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-anaheim-resort-transportation-art-gtfs-100.zip?alt=media,,33.78555806,33.85484667,-117.9282228,-117.8399317,2022-07-26T16:26:31+00:00,,fares-v1
101,gtfs,,US,California,Pasadena,Foothill Transit,,,,https://foothilltransit.rideralerts.com/myStop/GTFS-Zip.ashx,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-foothill-transit-gtfs-101.zip?alt=media,,33.91615,34.151565,-118.267203,-117.690366,2022-09-01T20:30:01+00:00,,
102,gtfs,,US,California,Los Angeles,Norwalk Transit System (NTS),,,,http://data.trilliumtransit.com/gtfs/nts-ca-us/nts-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-norwalk-transit-system-nts-gtfs-102.zip?alt=media,,33.86549449,34.07245518,-118.1339639,-117.9593043,2022-03-14T20:12:35+00:00,,fares-v1|fares-v2
103,gtfs,,US,California,El Monte,El Monte Transit,,,,http://data.trilliumtransit.com/gtfs/elmonte-ca-us/elmonte-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-el-monte-transit-gtfs-103.zip?alt=media,,34.0439816,34.09689399,-118.0686841,-118.0038234,2022-03-14T20:12:38+00:00,,fares-v1
104,gtfs,,US,California,Corona,Corona Cruiser,,,,http://data.trilliumtransit.com/gtfs/corona-ca-us/corona-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-corona-cruiser-gtfs-104.zip?alt=media,,33.81396865,33.89900594,-117.6013864,-117.5062579,2022-03-14T20:12:40+00:00,,fares-v1|fares-v2
105,gtfs,,US,California,Duarte,Duarte Transit,,,,http://data.trilliumtransit.com/gtfs/duartetransit-ca-us/duartetransit-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-duarte-transit-gtfs-105.zip?alt=media,,34.1255727,34.1515031,-117.9888608,-117.9324427,2022-03-14T21:11:55+00:00,inactive,fares-v1
106,gtfs,,US,California,Beaumont,Beaumont Transit,,,,http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-beaumont-gtfs-106.zip?alt=media,,33.91325302,34.10012007,-117.2949816,-116.7998037,2022-03-14T21:11:57+00:00,,fares-v2|fares-v1
107,gtfs,,US,California,Big Bear,Mountain Transit,,,,http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mountain-transit-gtfs-107.zip?alt=media,,34.1005,34.27234696,-117.326256,-116.790527,2022-03-14T21:11:58+00:00,,
108,gtfs,,US,California,Thousand Palms,SunLine Transit Agency,,,,http://www.sunline.org/transit/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sunline-transit-agency-gtfs-108.zip?alt=media,,33.522632,34.179853,-117.326156,-115.921462,2022-03-14T21:12:01+00:00,,
109,gtfs,,US,Arizona,Bullhead City,Bullhead Area Transit System,,,,http://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-bullhead-area-transit-system-gtfs-109.zip?alt=media,,35.0498742,35.165897,-114.6406641,-114.5311418,2022-03-14T21:12:02+00:00,,fares-v1
110,gtfs,,US,California,,Regional Transportation Commission of Southern Nevada (RTC),,,,http://rtcws.rtcsnv.com/g/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-regional-transportation-commission-of-southern-nevada-rtc-gtfs-110.zip?alt=media,https://www.rtcsnv.com/ways-to-travel/transit-services/for-developers/,35.960432,36.314247,-115.331538,-114.825897,2022-03-14T21:12:17+00:00,,
111,gtfs,,US,Utah,St. George,SunTran Utah,,,,http://www.fivecounty.utah.gov/transit/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-utah-suntran-utah-gtfs-111.zip?alt=media,,37.061946,37.188009,-113.679685,-113.490836,2022-03-14T21:12:20+00:00,,
112,gtfs,,US,Oregon,,People Mover,,,,http://oregon-gtfs.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-people-mover-gtfs-112.zip?alt=media,,43.5730477,46.0523909,-121.300789,-116.9382,2022-03-14T21:12:26+00:00,,
113,gtfs,,US,California,Modoc County,Sage Stage,,,,http://data.trilliumtransit.com/gtfs/sagestage-ca-us/sagestage-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sage-stage-gtfs-113.zip?alt=media,http://sagestage.com/gtfs-data/,39.50524103,42.225403,-122.39204,-119.775224,2022-03-14T21:12:28+00:00,,
114,gtfs,,US,California,Redding,Redding Area Bus Authority (RABA),,,,http://data.trilliumtransit.com/gtfs/redding-ca-us/redding-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-redding-area-bus-authority-raba-gtfs-114.zip?alt=media,,40.43253973,40.888921,-122.5709697,-121.65358,2022-03-14T21:12:30+00:00,,fares-v2|fares-v1
115,gtfs,,US,California,Redding,Trinity Transit,,,,http://data.trilliumtransit.com/gtfs/weaverville-ca-us/weaverville-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-trinity-transit-gtfs-115.zip?alt=media,,40.5523131,40.939975,-123.6314178,-122.3534985,2022-03-14T21:12:32+00:00,,fares-v2|fares-v1
116,gtfs,,US,California,Red Bluff,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",,,,http://data.trilliumtransit.com/gtfs/tehama-ca-us/tehama-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tehama-rural-area-express-trax-susanville-indian-rancheria-public-transportation-program-gtfs-116.zip?alt=media,,39.74876661,40.58389179,-122.4591107,-120.6570321,2022-03-14T21:12:33+00:00,,fares-v2|fares-v1
117,gtfs,,US,California,Yreka,Siskiyou County,,,,http://data.trilliumtransit.com/gtfs/siskiyou-ca-us/siskiyou-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-siskiyou-county-gtfs-117.zip?alt=media,,41.14867393,41.90804025,-123.5454065,-122.127867,2022-03-14T21:12:36+00:00,,
118,gtfs,,US,California,Susanville,Lassen Rural Bus (LRB),,,,http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lassen-rural-bus-lrb-gtfs-118.zip?alt=media,,40.026325,40.71938384,-121.230736,-120.103928,2022-03-14T21:12:38+00:00,,fares-v2|fares-v1
119,gtfs,,US,California,Chico,Plumas Transit,,,,http://data.trilliumtransit.com/gtfs/plumas-ca-us/plumas-ca-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-plumas-transit-gtfs-119.zip?alt=media,,39.766285,40.31239146,-121.240784,-120.460815,2022-03-14T21:12:40+00:00,inactive,fares-v1
120,gtfs,,US,Nevada,,Regional Transportation Commission (RTC),,,,http://data.trilliumtransit.com/gtfs/rtc-nv-us/rtc-nv-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-nevada-regional-transportation-commission-rtc-gtfs-120.zip?alt=media,https://www.rtcwashoe.com/terms-of-use/,39.157417,39.65477,-119.897018,-119.697891,2022-03-14T21:12:43+00:00,,
121,gtfs,,US,Oregon,Grants Pass,Josephine County Transit (JCT),,,,http://oregon-gtfs.com/gtfs_data/josephinecounty-or-us/josephinecounty-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-josephine-county-transit-jct-gtfs-121.zip?alt=media,,42.162895,42.69524,-123.650417,-122.871036,2022-03-14T21:12:44+00:00,,
122,gtfs,,US,Oregon,Medford,Rogue Valley Transportation District (RVTD),,,,http://data.trilliumtransit.com/gtfs/rvtd-or-us/rvtd-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-rogue-valley-transportation-district-rvtd-gtfs-122.zip?alt=media,,42.17581479,42.481486,-122.9667,-122.671537,2022-03-14T21:12:48+00:00,,
123,gtfs,,US,Oregon,Roseburg,UTrans,,,,http://oregon-gtfs.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-utrans-gtfs-123.zip?alt=media,,42.73718245,43.69587003,-124.1737785,-123.0187566,2022-03-14T21:12:49+00:00,,
124,gtfs,,US,Oregon,Klamath Falls,Klamath Shuttle - Crater Lake Trolley,,,,http://oregon-gtfs.com/gtfs_data/craterlaketrolley-or-us/craterlaketrolley-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-klamath-shuttle-crater-lake-trolley-gtfs-124.zip?alt=media,,42.225506,42.91113,-122.144812,-121.771952,2022-03-14T21:12:50+00:00,inactive,fares-v1
125,gtfs,,US,Oregon,Klamath Falls,Basin Transit Service  (BTS),,,,http://oregon-gtfs.com/gtfs_data/basin-or-us/basin-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-basin-transit-service-bts-gtfs-125.zip?alt=media,,42.174625,42.57528454,-121.874721,-121.2717436,2022-03-14T21:12:52+00:00,,
126,gtfs,,US,Oregon,Corvallis,Benton Area Transportation,,,,http://oregon-gtfs.com/gtfs_data/benton-or-us/benton-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-benton-area-transportation-gtfs-126.zip?alt=media,https://oregon-gtfs.trilliumtransit.com,44.539028,44.67828,-124.0539648,-123.0660128,2022-03-14T21:12:53+00:00,,fares-v1|flex-v1
127,gtfs,,US,Oregon,,Caravan Airport Transportation,,,,http://oregon-gtfs.com/gtfs_data/caravan-or-us/caravan-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-caravan-airport-transportation-gtfs-127.zip?alt=media,,44.31126477,45.588654,-124.1041549,-122.593117,2022-03-14T21:12:55+00:00,,
